Country,Year,Production Mineral,Production Qty,Import Mineral Name,Import Qty,Access to electricity (% of pop),Central Govt Debt (% of GDP),Electricity from fossil (% of total),Electricity from nuclear (% of total),Electricity from renewables excl. hydro (% of total),FDI (% of GDP),FDI (US$),GDP (constant PPP),GDP (current US$),GDP growth (%),Population (Total),WGI Average,,,,
Kenya,2022,Titanium (TiO2),275290,Titanium (TiO2),0,76,0,12.24773834,0,0,0.691645983,0,2.98E+11,1.14E+11,4.859981043,54252461,-0.481006108,,,,
Kenya,2022,Zircon,29715,Zircon,0,76,0,12.24773834,0,0,0.691645983,0,2.98E+11,1.14E+11,4.859981043,54252461,-0.481006108,,,,
Kenya,2023,Titanium (TiO2),169980,Titanium (TiO2),0,76.2,0,10.27316382,0,0,0.674542879,0,3.14E+11,1.08E+11,5.555873013,55339003,-0.475581506,,,,
Kenya,2023,Zircon,21153,Zircon,0,76.2,0,10.27316382,0,0,0.674542879,0,3.14E+11,1.08E+11,5.555873013,55339003,-0.475581506,,,,
"Korea, Dem. People's Rep.",2019,Molybdenum,530,Molybdenum,0,48.4,0,53.66007043,0,0.230379004,0,0,0,0,0,26037632,-1.602771526,,,,
"Korea, Dem. People's Rep.",2019,Tungsten (W),1130,Tungsten (W),0,48.4,0,53.66007043,0,0.230379004,0,0,0,0,0,26037632,-1.602771526,,,,
"Korea, Dem. People's Rep.",2019,Cadmium,150,Cadmium,0,48.4,0,53.66007043,0,0.230379004,0,0,0,0,0,26037632,-1.602771526,,,,
"Korea, Dem. People's Rep.",2019,Copper,2000,Copper,0,48.4,0,53.66007043,0,0.230379004,0,0,0,0,0,26037632,-1.602771526,,,,
"Korea, Dem. People's Rep.",2019,Graphite,45000,Graphite,0,48.4,0,53.66007043,0,0.230379004,0,0,0,0,0,26037632,-1.602771526,,,,
"Korea, Dem. People's Rep.",2020,Molybdenum,100,Molybdenum,0,50.5,0,46.5616165,0,0.228463329,0,0,0,0,0,26136312,-1.617520049,,,,
"Korea, Dem. People's Rep.",2020,Tungsten (W),410,Tungsten (W),0,50.5,0,46.5616165,0,0.228463329,0,0,0,0,0,26136312,-1.617520049,,,,
"Korea, Dem. People's Rep.",2020,Cadmium,150,Cadmium,0,50.5,0,46.5616165,0,0.228463329,0,0,0,0,0,26136312,-1.617520049,,,,
"Korea, Dem. People's Rep.",2020,Copper,2000,Copper,0,50.5,0,46.5616165,0,0.228463329,0,0,0,0,0,26136312,-1.617520049,,,,
"Korea, Dem. People's Rep.",2020,Graphite,45000,Graphite,0,50.5,0,46.5616165,0,0.228463329,0,0,0,0,0,26136312,-1.617520049,,,,
"Korea, Dem. People's Rep.",2021,Molybdenum,100,Molybdenum,0,52.6,0,36.76510855,0,0.265401917,0,0,0,0,0,26232534,-1.620793482,,,,
"Korea, Dem. People's Rep.",2021,Tungsten (W),50,Tungsten (W),0,52.6,0,36.76510855,0,0.265401917,0,0,0,0,0,26232534,-1.620793482,,,,
"Korea, Dem. People's Rep.",2021,Cadmium,150,Cadmium,0,52.6,0,36.76510855,0,0.265401917,0,0,0,0,0,26232534,-1.620793482,,,,
"Korea, Dem. People's Rep.",2021,Copper,2000,Copper,0,52.6,0,36.76510855,0,0.265401917,0,0,0,0,0,26232534,-1.620793482,,,,
"Korea, Dem. People's Rep.",2021,Graphite,30000,Graphite,0,52.6,0,36.76510855,0,0.265401917,0,0,0,0,0,26232534,-1.620793482,,,,
"Korea, Dem. People's Rep.",2022,Molybdenum,620,Molybdenum,0,54.7,0,37.0262611,0,0,0,0,0,0,0,26328845,-1.596687848,,,,
"Korea, Dem. People's Rep.",2022,Tungsten (W),1520,Tungsten (W),0,54.7,0,37.0262611,0,0,0,0,0,0,0,26328845,-1.596687848,,,,
"Korea, Dem. People's Rep.",2022,Cadmium,150,Cadmium,0,54.7,0,37.0262611,0,0,0,0,0,0,0,26328845,-1.596687848,,,,
"Korea, Dem. People's Rep.",2022,Copper,2000,Copper,0,54.7,0,37.0262611,0,0,0,0,0,0,0,26328845,-1.596687848,,,,
"Korea, Dem. People's Rep.",2022,Graphite,20000,Graphite,0,54.7,0,37.0262611,0,0,0,0,0,0,0,26328845,-1.596687848,,,,
"Korea, Dem. People's Rep.",2023,Molybdenum,350,Molybdenum,0,57.5,0,0,0,0,0,0,0,0,0,26418204,-1.573858857,,,,
"Korea, Dem. People's Rep.",2023,Tungsten (W),1600,Tungsten (W),0,57.5,0,0,0,0,0,0,0,0,0,26418204,-1.573858857,,,,
"Korea, Dem. People's Rep.",2023,Cadmium,150,Cadmium,0,57.5,0,0,0,0,0,0,0,0,0,26418204,-1.573858857,,,,
"Korea, Dem. People's Rep.",2023,Copper,2000,Copper,0,57.5,0,0,0,0,0,0,0,0,0,26418204,-1.573858857,,,,
"Korea, Dem. People's Rep.",2023,Graphite,20000,Graphite,0,57.5,0,0,0,0,0,0,0,0,0,26418204,-1.573858857,,,,
"Korea, Rep.",2019,Molybdenum,266,Molybdenum,0,100,39.96948014,68.32848651,25.66953958,4.330302087,0.583393861,0,2.42038E+12,1.65142E+12,2.24397786,51764822,0.92528367,,,,
"Korea, Rep.",2019,Titanium (TiO2),162790,Titanium (TiO2),0,100,39.96948014,68.32848651,25.66953958,4.330302087,0.583393861,0,2.42038E+12,1.65142E+12,2.24397786,51764822,0.92528367,,,,
"Korea, Rep.",2019,Cadmium,3950,Cadmium,0,100,39.96948014,68.32848651,25.66953958,4.330302087,0.583393861,0,2.42038E+12,1.65142E+12,2.24397786,51764822,0.92528367,,,,
"Korea, Rep.",2019,Gallium,2,Gallium,0,100,39.96948014,68.32848651,25.66953958,4.330302087,0.583393861,0,2.42038E+12,1.65142E+12,2.24397786,51764822,0.92528367,,,,
"Korea, Rep.",2019,Indium,225,Indium,0,100,39.96948014,68.32848651,25.66953958,4.330302087,0.583393861,0,2.42038E+12,1.65142E+12,2.24397786,51764822,0.92528367,,,,
"Korea, Rep.",2019,Graphite,302,Graphite,0,100,39.96948014,68.32848651,25.66953958,4.330302087,0.583393861,0,2.42038E+12,1.65142E+12,2.24397786,51764822,0.92528367,,,,
"Korea, Rep.",2019,Selenium,0,Selenium,80,100,39.96948014,68.32848651,25.66953958,4.330302087,0.583393861,0,2.42038E+12,1.65142E+12,2.24397786,51764822,0.92528367,,,,
"Korea, Rep.",2019,Tin And Alloys Incl. Scrap,0,Tin And Alloys Incl. Scrap,39,100,39.96948014,68.32848651,25.66953958,4.330302087,0.583393861,0,2.42038E+12,1.65142E+12,2.24397786,51764822,0.92528367,,,,
"Korea, Rep.",2019,Tungsten And Alloys Incl. Scrap,0,Tungsten And Alloys Incl. Scrap,61,100,39.96948014,68.32848651,25.66953958,4.330302087,0.583393861,0,2.42038E+12,1.65142E+12,2.24397786,51764822,0.92528367,,,,
"Korea, Rep.",2020,Molybdenum,411,Molybdenum,0,100,46.43159664,64.85418764,27.9018767,5.203503259,0.533043338,0,2.40321E+12,1.64431E+12,-0.709415359,51836239,0.945332617,,,,
"Korea, Rep.",2020,Titanium (TiO2),158340,Titanium (TiO2),0,100,46.43159664,64.85418764,27.9018767,5.203503259,0.533043338,0,2.40321E+12,1.64431E+12,-0.709415359,51836239,0.945332617,,,,
"Korea, Rep.",2020,Cadmium,4100,Cadmium,0,100,46.43159664,64.85418764,27.9018767,5.203503259,0.533043338,0,2.40321E+12,1.64431E+12,-0.709415359,51836239,0.945332617,,,,
"Korea, Rep.",2020,Gallium,2,Gallium,0,100,46.43159664,64.85418764,27.9018767,5.203503259,0.533043338,0,2.40321E+12,1.64431E+12,-0.709415359,51836239,0.945332617,,,,
"Korea, Rep.",2020,Indium,210,Indium,0,100,46.43159664,64.85418764,27.9018767,5.203503259,0.533043338,0,2.40321E+12,1.64431E+12,-0.709415359,51836239,0.945332617,,,,
"Korea, Rep.",2020,Graphite,3052,Graphite,0,100,46.43159664,64.85418764,27.9018767,5.203503259,0.533043338,0,2.40321E+12,1.64431E+12,-0.709415359,51836239,0.945332617,,,,
"Korea, Rep.",2020,Selenium,0,Selenium,152,100,46.43159664,64.85418764,27.9018767,5.203503259,0.533043338,0,2.40321E+12,1.64431E+12,-0.709415359,51836239,0.945332617,,,,
"Korea, Rep.",2020,Tin And Alloys Incl. Scrap,0,Tin And Alloys Incl. Scrap,42,100,46.43159664,64.85418764,27.9018767,5.203503259,0.533043338,0,2.40321E+12,1.64431E+12,-0.709415359,51836239,0.945332617,,,,
"Korea, Rep.",2020,Tungsten And Alloys Incl. Scrap,0,Tungsten And Alloys Incl. Scrap,61,100,46.43159664,64.85418764,27.9018767,5.203503259,0.533043338,0,2.40321E+12,1.64431E+12,-0.709415359,51836239,0.945332617,,,,
"Korea, Rep.",2021,Molybdenum,408,Molybdenum,0,100,48.95527864,66.35475069,25.92709272,5.666994827,1.213154999,0,2.50666E+12,1.81843E+12,4.304734819,51769539,0.974689563,,,,
"Korea, Rep.",2021,Titanium (TiO2),177420,Titanium (TiO2),0,100,48.95527864,66.35475069,25.92709272,5.666994827,1.213154999,0,2.50666E+12,1.81843E+12,4.304734819,51769539,0.974689563,,,,
"Korea, Rep.",2021,Cadmium,4000,Cadmium,0,100,48.95527864,66.35475069,25.92709272,5.666994827,1.213154999,0,2.50666E+12,1.81843E+12,4.304734819,51769539,0.974689563,,,,
"Korea, Rep.",2021,Gallium,2,Gallium,0,100,48.95527864,66.35475069,25.92709272,5.666994827,1.213154999,0,2.50666E+12,1.81843E+12,4.304734819,51769539,0.974689563,,,,
"Korea, Rep.",2021,Indium,190,Indium,0,100,48.95527864,66.35475069,25.92709272,5.666994827,1.213154999,0,2.50666E+12,1.81843E+12,4.304734819,51769539,0.974689563,,,,
"Korea, Rep.",2021,Graphite,18297,Graphite,0,100,48.95527864,66.35475069,25.92709272,5.666994827,1.213154999,0,2.50666E+12,1.81843E+12,4.304734819,51769539,0.974689563,,,,
"Korea, Rep.",2021,Selenium,0,Selenium,142,100,48.95527864,66.35475069,25.92709272,5.666994827,1.213154999,0,2.50666E+12,1.81843E+12,4.304734819,51769539,0.974689563,,,,
"Korea, Rep.",2021,Tin And Alloys Incl. Scrap,0,Tin And Alloys Incl. Scrap,34,100,48.95527864,66.35475069,25.92709272,5.666994827,1.213154999,0,2.50666E+12,1.81843E+12,4.304734819,51769539,0.974689563,,,,
"Korea, Rep.",2021,Tungsten And Alloys Incl. Scrap,0,Tungsten And Alloys Incl. Scrap,45,100,48.95527864,66.35475069,25.92709272,5.666994827,1.213154999,0,2.50666E+12,1.81843E+12,4.304734819,51769539,0.974689563,,,,
"Korea, Rep.",2022,Molybdenum,366,Molybdenum,0,100,51.17913232,62.52752945,28.67852116,0,1.496173783,0,2.57215E+12,1.67392E+12,2.612672192,51672569,0.976482292,,,,
"Korea, Rep.",2022,Titanium (TiO2),152250,Titanium (TiO2),0,100,51.17913232,62.52752945,28.67852116,0,1.496173783,0,2.57215E+12,1.67392E+12,2.612672192,51672569,0.976482292,,,,
"Korea, Rep.",2022,Cadmium,4000,Cadmium,0,100,51.17913232,62.52752945,28.67852116,0,1.496173783,0,2.57215E+12,1.67392E+12,2.612672192,51672569,0.976482292,,,,
"Korea, Rep.",2022,Gallium,2,Gallium,0,100,51.17913232,62.52752945,28.67852116,0,1.496173783,0,2.57215E+12,1.67392E+12,2.612672192,51672569,0.976482292,,,,
"Korea, Rep.",2022,Indium,180,Indium,0,100,51.17913232,62.52752945,28.67852116,0,1.496173783,0,2.57215E+12,1.67392E+12,2.612672192,51672569,0.976482292,,,,
"Korea, Rep.",2022,Graphite,23798,Graphite,0,100,51.17913232,62.52752945,28.67852116,0,1.496173783,0,2.57215E+12,1.67392E+12,2.612672192,51672569,0.976482292,,,,
"Korea, Rep.",2022,Selenium,0,Selenium,116,100,51.17913232,62.52752945,28.67852116,0,1.496173783,0,2.57215E+12,1.67392E+12,2.612672192,51672569,0.976482292,,,,
"Korea, Rep.",2022,Tin And Alloys Incl. Scrap,0,Tin And Alloys Incl. Scrap,71,100,51.17913232,62.52752945,28.67852116,0,1.496173783,0,2.57215E+12,1.67392E+12,2.612672192,51672569,0.976482292,,,,
"Korea, Rep.",2022,Tungsten And Alloys Incl. Scrap,0,Tungsten And Alloys Incl. Scrap,48,100,51.17913232,62.52752945,28.67852116,0,1.496173783,0,2.57215E+12,1.67392E+12,2.612672192,51672569,0.976482292,,,,
"Korea, Rep.",2023,Molybdenum,339,Molybdenum,0,100,52.2965549,60.50745972,29.85196335,0,1.111769001,0,2.60705E+12,1.71279E+12,1.356733243,51712619,1.023225208,,,,
"Korea, Rep.",2023,Titanium (TiO2),110120,Titanium (TiO2),0,100,52.2965549,60.50745972,29.85196335,0,1.111769001,0,2.60705E+12,1.71279E+12,1.356733243,51712619,1.023225208,,,,
"Korea, Rep.",2023,Cadmium,4500,Cadmium,0,100,52.2965549,60.50745972,29.85196335,0,1.111769001,0,2.60705E+12,1.71279E+12,1.356733243,51712619,1.023225208,,,,
"Korea, Rep.",2023,Gallium,3,Gallium,0,100,52.2965549,60.50745972,29.85196335,0,1.111769001,0,2.60705E+12,1.71279E+12,1.356733243,51712619,1.023225208,,,,
"Korea, Rep.",2023,Indium,180,Indium,0,100,52.2965549,60.50745972,29.85196335,0,1.111769001,0,2.60705E+12,1.71279E+12,1.356733243,51712619,1.023225208,,,,
"Korea, Rep.",2023,Graphite,9615,Graphite,0,100,52.2965549,60.50745972,29.85196335,0,1.111769001,0,2.60705E+12,1.71279E+12,1.356733243,51712619,1.023225208,,,,
"Korea, Rep.",2023,Selenium,0,Selenium,128,100,52.2965549,60.50745972,29.85196335,0,1.111769001,0,2.60705E+12,1.71279E+12,1.356733243,51712619,1.023225208,,,,
"Korea, Rep.",2023,Tin And Alloys Incl. Scrap,0,Tin And Alloys Incl. Scrap,213,100,52.2965549,60.50745972,29.85196335,0,1.111769001,0,2.60705E+12,1.71279E+12,1.356733243,51712619,1.023225208,,,,
"Korea, Rep.",2023,Tungsten And Alloys Incl. Scrap,0,Tungsten And Alloys Incl. Scrap,59,100,52.2965549,60.50745972,29.85196335,0,1.111769001,0,2.60705E+12,1.71279E+12,1.356733243,51712619,1.023225208,,,,
Kosovo,2019,Nickel,3360,Nickel,0,0,0,95.05376581,0,1.593527632,3.608747107,0,21062613457,7899737577,4.75680057,1788891,-0.362332534,,,,
Kosovo,2020,Nickel,4150,Nickel,0,0,0,94.5823884,0,1.50135742,5.113617009,0,19937811875,7717145218,-5.340275478,1790151,-0.327011146,,,,
Kosovo,2021,Nickel,4735,Nickel,0,0,0,93.62552344,0,2.065625245,5.321432693,0,22080260570,9413403724,10.74565608,1786079,-0.230811569,,,,
Kosovo,2022,Nickel,300,Nickel,0,0,0,0,0,0,8.168575412,0,23024964288,9354903062,4.278498958,1768096,-0.244810115,,,,
Kosovo,2023,Nickel,10,Nickel,0,0,0,0,0,0,8.680162243,0,23961533956,10468220307,4.067627014,1682668,-0.2139145,,,,
Kyrgyzstan,2019,Antimony,20,Antimony,0,99.9,51.33253784,8.29639431,0,0.001323189,4.309606629,0,40118581257,9371275264,4.600625657,6590211,-0.619829565,,,,
Kyrgyzstan,2019,Copper,8640,Copper,0,99.9,51.33253784,8.29639431,0,0.001323189,4.309606629,0,40118581257,9371275264,4.600625657,6590211,-0.619829565,,,,
Kyrgyzstan,2020,Antimony,20,Antimony,0,99.9,67.95622229,9.237860296,0,0.000779018,-4.854847031,0,37250512879,8270468614,-7.148977577,6726596,-0.691017926,,,,
Kyrgyzstan,2020,Copper,6500,Copper,0,99.9,67.95622229,9.237860296,0,0.000779018,-4.854847031,0,37250512879,8270468614,-7.148977577,6726596,-0.691017926,,,,
Kyrgyzstan,2021,Antimony,0,Antimony,0,99.7,56.36236946,14.40084555,0,0.000924825,2.445692768,0,39301901464,9249133946,5.507007627,6851224,-0.784604217,,,,
Kyrgyzstan,2021,Copper,8100,Copper,0,99.7,56.36236946,14.40084555,0,0.000924825,2.445692768,0,39301901464,9249133946,5.507007627,6851224,-0.784604217,,,,
Kyrgyzstan,2022,Antimony,23,Antimony,0,99.7,47.08548054,14.06137444,0,0,0.451992681,0,42826301522,12134931018,8.9675052,6975220,-0.850473762,,,,
Kyrgyzstan,2022,Copper,7500,Copper,0,99.7,47.08548054,14.06137444,0,0,0.451992681,0,42826301522,12134931018,8.9675052,6975220,-0.850473762,,,,
Kyrgyzstan,2023,Antimony,85,Antimony,0,100,40.54198901,0,0,0,3.230387274,0,46686361488,15180842369,9.013292834,7099750,-0.85118103,,,,
Kyrgyzstan,2023,Copper,6950,Copper,0,100,40.54198901,0,0,0,3.230387274,0,46686361488,15180842369,9.013292834,7099750,-0.85118103,,,,
Lao PDR,2019,Antimony,70,Antimony,0,98.4,0,36.52023566,0,23.24820697,4.031491392,0,58445901222,18740561513,5.457735092,7237636,-0.81728515,,,,
Lao PDR,2019,Copper,140935,Copper,0,98.4,0,36.52023566,0,23.24820697,4.031491392,0,58445901222,18740561513,5.457735092,7237636,-0.81728515,,,,
Lao PDR,2019,Potash (K2O),286900,Potash (K2O),0,98.4,0,36.52023566,0,23.24820697,4.031491392,0,58445901222,18740561513,5.457735092,7237636,-0.81728515,,,,
Lao PDR,2019,Tin,530,Tin,0,98.4,0,36.52023566,0,23.24820697,4.031491392,0,58445901222,18740561513,5.457735092,7237636,-0.81728515,,,,
Lao PDR,2020,Antimony,0,Antimony,0,99.3,0,28.41022818,0,-5.247748199,5.098071935,0,58739902708,18981805250,0.503031829,7346533,-0.774144868,,,,
Lao PDR,2020,Copper,88163,Copper,0,99.3,0,28.41022818,0,-5.247748199,5.098071935,0,58739902708,18981805250,0.503031829,7346533,-0.774144868,,,,
Lao PDR,2020,Potash (K2O),442500,Potash (K2O),0,99.3,0,28.41022818,0,-5.247748199,5.098071935,0,58739902708,18981805250,0.503031829,7346533,-0.774144868,,,,
Lao PDR,2020,Tin,600,Tin,0,99.3,0,28.41022818,0,-5.247748199,5.098071935,0,58739902708,18981805250,0.503031829,7346533,-0.774144868,,,,
Lao PDR,2021,Antimony,240,Antimony,0,100,0,26.45218747,0,-9.996215073,5.69344696,0,60225053628,18827148531,2.528351005,7453194,-0.701701323,,,,
Lao PDR,2021,Copper,38349,Copper,0,100,0,26.45218747,0,-9.996215073,5.69344696,0,60225053628,18827148531,2.528351005,7453194,-0.701701323,,,,
Lao PDR,2021,Potash (K2O),507600,Potash (K2O),0,100,0,26.45218747,0,-9.996215073,5.69344696,0,60225053628,18827148531,2.528351005,7453194,-0.701701323,,,,
Lao PDR,2021,Tin,890,Tin,0,100,0,26.45218747,0,-9.996215073,5.69344696,0,60225053628,18827148531,2.528351005,7453194,-0.701701323,,,,
Lao PDR,2022,Antimony,250,Antimony,0,100,0,23.86588544,0,0,4.695092258,0,61855602706,15468785204,2.707426526,7559007,-0.70385614,,,,
Lao PDR,2022,Copper,43766,Copper,0,100,0,23.86588544,0,0,4.695092258,0,61855602706,15468785204,2.707426526,7559007,-0.70385614,,,,
Lao PDR,2022,Potash (K2O),920000,Potash (K2O),0,100,0,23.86588544,0,0,4.695092258,0,61855602706,15468785204,2.707426526,7559007,-0.70385614,,,,
Lao PDR,2022,Tin,1130,Tin,0,100,0,23.86588544,0,0,4.695092258,0,61855602706,15468785204,2.707426526,7559007,-0.70385614,,,,
Lao PDR,2023,Antimony,480,Antimony,0,96.5,0,0,0,0,11.2425631,0,64172516512,15843155731,3.745681402,7664993,-0.6992685,,,,
Lao PDR,2023,Copper,56309,Copper,0,96.5,0,0,0,0,11.2425631,0,64172516512,15843155731,3.745681402,7664993,-0.6992685,,,,
Lao PDR,2023,Potash (K2O),2050800,Potash (K2O),0,96.5,0,0,0,0,11.2425631,0,64172516512,15843155731,3.745681402,7664993,-0.6992685,,,,
Lao PDR,2023,Tin,790,Tin,0,96.5,0,0,0,0,11.2425631,0,64172516512,15843155731,3.745681402,7664993,-0.6992685,,,,
Madagascar,2019,Beryllium (conc.),30,Beryllium (conc.),0,31,0,61.59155501,0,3.557450264,3.36279831,0,48194244318,14104664679,4.411232129,28219554,-0.766221774,,,,
Madagascar,2019,Cobalt,2897,Cobalt,0,31,0,61.59155501,0,3.557450264,3.36279831,0,48194244318,14104664679,4.411232129,28219554,-0.766221774,,,,
Madagascar,2019,Graphite,45106,Graphite,0,31,0,61.59155501,0,3.557450264,3.36279831,0,48194244318,14104664679,4.411232129,28219554,-0.766221774,,,,
Madagascar,2019,Nickel,33736,Nickel,0,31,0,61.59155501,0,3.557450264,3.36279831,0,48194244318,14104664679,4.411232129,28219554,-0.766221774,,,,
Madagascar,2019,Rare Earths (REO),3200,Rare Earths (REO),0,31,0,61.59155501,0,3.557450264,3.36279831,0,48194244318,14104664679,4.411232129,28219554,-0.766221774,,,,
Madagascar,2019,Titanium (TiO2),252200,Titanium (TiO2),0,31,0,61.59155501,0,3.557450264,3.36279831,0,48194244318,14104664679,4.411232129,28219554,-0.766221774,,,,
Madagascar,2019,Zircon,29473,Zircon,0,31,0,61.59155501,0,3.557450264,3.36279831,0,48194244318,14104664679,4.411232129,28219554,-0.766221774,,,,
Madagascar,2020,Beryllium (conc.),30,Beryllium (conc.),0,32,0,59.22826592,0,4.187819619,2.746571324,0,44754297418,13051441204,-7.137671621,28953556,-0.754548286,,,,
Madagascar,2020,Cobalt,833,Cobalt,0,32,0,59.22826592,0,4.187819619,2.746571324,0,44754297418,13051441204,-7.137671621,28953556,-0.754548286,,,,
Madagascar,2020,Graphite,61405,Graphite,0,32,0,59.22826592,0,4.187819619,2.746571324,0,44754297418,13051441204,-7.137671621,28953556,-0.754548286,,,,
Madagascar,2020,Nickel,9908,Nickel,0,32,0,59.22826592,0,4.187819619,2.746571324,0,44754297418,13051441204,-7.137671621,28953556,-0.754548286,,,,
Madagascar,2020,Rare Earths (REO),4300,Rare Earths (REO),0,32,0,59.22826592,0,4.187819619,2.746571324,0,44754297418,13051441204,-7.137671621,28953556,-0.754548286,,,,
Madagascar,2020,Titanium (TiO2),280600,Titanium (TiO2),0,32,0,59.22826592,0,4.187819619,2.746571324,0,44754297418,13051441204,-7.137671621,28953556,-0.754548286,,,,
Madagascar,2020,Zircon,26029,Zircon,0,32,0,59.22826592,0,4.187819619,2.746571324,0,44754297418,13051441204,-7.137671621,28953556,-0.754548286,,,,
Madagascar,2021,Beryllium (conc.),30,Beryllium (conc.),0,35.1,0,67.10369487,0,3.55621772,2.490723381,0,46835678114,14354731964,4.650683432,29691083,-0.754125193,,,,
Madagascar,2021,Cobalt,2111,Cobalt,0,35.1,0,67.10369487,0,3.55621772,2.490723381,0,46835678114,14354731964,4.650683432,29691083,-0.754125193,,,,
Madagascar,2021,Graphite,127562,Graphite,0,35.1,0,67.10369487,0,3.55621772,2.490723381,0,46835678114,14354731964,4.650683432,29691083,-0.754125193,,,,
Madagascar,2021,Nickel,29285,Nickel,0,35.1,0,67.10369487,0,3.55621772,2.490723381,0,46835678114,14354731964,4.650683432,29691083,-0.754125193,,,,
Madagascar,2021,Rare Earths (REO),3900,Rare Earths (REO),0,35.1,0,67.10369487,0,3.55621772,2.490723381,0,46835678114,14354731964,4.650683432,29691083,-0.754125193,,,,
Madagascar,2021,Titanium (TiO2),354800,Titanium (TiO2),0,35.1,0,67.10369487,0,3.55621772,2.490723381,0,46835678114,14354731964,4.650683432,29691083,-0.754125193,,,,
Madagascar,2021,Zircon,23109,Zircon,0,35.1,0,67.10369487,0,3.55621772,2.490723381,0,46835678114,14354731964,4.650683432,29691083,-0.754125193,,,,
Madagascar,2022,Beryllium (conc.),20,Beryllium (conc.),0,36.1,0,65.51856104,0,0,3.052725925,0,48782214694,15325603273,4.156097784,30437261,-0.746990368,,,,
Madagascar,2022,Cobalt,3428,Cobalt,0,36.1,0,65.51856104,0,0,3.052725925,0,48782214694,15325603273,4.156097784,30437261,-0.746990368,,,,
Madagascar,2022,Graphite,114634,Graphite,0,36.1,0,65.51856104,0,0,3.052725925,0,48782214694,15325603273,4.156097784,30437261,-0.746990368,,,,
Madagascar,2022,Nickel,35737,Nickel,0,36.1,0,65.51856104,0,0,3.052725925,0,48782214694,15325603273,4.156097784,30437261,-0.746990368,,,,
Madagascar,2022,Rare Earths (REO),3500,Rare Earths (REO),0,36.1,0,65.51856104,0,0,3.052725925,0,48782214694,15325603273,4.156097784,30437261,-0.746990368,,,,
Madagascar,2022,Titanium (TiO2),296300,Titanium (TiO2),0,36.1,0,65.51856104,0,0,3.052725925,0,48782214694,15325603273,4.156097784,30437261,-0.746990368,,,,
Madagascar,2022,Zircon,30701,Zircon,0,36.1,0,65.51856104,0,0,3.052725925,0,48782214694,15325603273,4.156097784,30437261,-0.746990368,,,,
Madagascar,2023,Beryllium (conc.),20,Beryllium (conc.),0,39.4,0,0,0,0,2.612113385,0,50832553694,15869945478,4.203046158,31195932,-0.801285505,,,,
Madagascar,2023,Cobalt,3387,Cobalt,0,39.4,0,0,0,0,2.612113385,0,50832553694,15869945478,4.203046158,31195932,-0.801285505,,,,
Madagascar,2023,Graphite,60720,Graphite,0,39.4,0,0,0,0,2.612113385,0,50832553694,15869945478,4.203046158,31195932,-0.801285505,,,,
Madagascar,2023,Nickel,36085,Nickel,0,39.4,0,0,0,0,2.612113385,0,50832553694,15869945478,4.203046158,31195932,-0.801285505,,,,
Madagascar,2023,Rare Earths (REO),4000,Rare Earths (REO),0,39.4,0,0,0,0,2.612113385,0,50832553694,15869945478,4.203046158,31195932,-0.801285505,,,,
Madagascar,2023,Titanium (TiO2),308800,Titanium (TiO2),0,39.4,0,0,0,0,2.612113385,0,50832553694,15869945478,4.203046158,31195932,-0.801285505,,,,
Madagascar,2023,Zircon,34376,Zircon,0,39.4,0,0,0,0,2.612113385,0,50832553694,15869945478,4.203046158,31195932,-0.801285505,,,,
Malawi,2019,Phosphate Rock (P2O5),300,Phosphate Rock (P2O5),0,11.2,44.78563179,20.74623858,0,7.487683462,0.499715014,0,32101950612,11051865580,5.716825192,19025752,-0.511705135,,,,
Malawi,2020,Phosphate Rock (P2O5),0,Phosphate Rock (P2O5),0,11.5,0,20.72091748,0,7.600596125,2.142682647,0,32356710546,11769313598,0.79359643,19533888,-0.398202452,,,,
Malawi,2021,Phosphate Rock (P2O5),0,Phosphate Rock (P2O5),0,14.2,0,19.94484153,0,7.600563576,1.046176499,0,33831623933,12378129751,4.55829212,20047258,-0.367490917,,,,
Malawi,2022,Phosphate Rock (P2O5),0,Phosphate Rock (P2O5),0,14,55.599212,0,0,0,1.598886132,0,34143252120,12429060151,0.921115069,20568728,-0.419935926,,,,
Malawi,2023,Phosphate Rock (P2O5),0,Phosphate Rock (P2O5),0,15.6,0,0,0,0,1.598886154,0,34789398822,12712150082,1.892457988,21104482,-0.425020814,,,,
Malaysia,2019,Cadmium (incl. Waste & Scrap),0,Cadmium (incl. Waste & Scrap),165,100,52.42135021,83.9341082,0,1.510291388,2.506977057,0,1.05E+12,3.65E+11,4.413187421,33440596,0.389775546,,,,
Malaysia,2019,Rare Earths (REO),70,Rare Earths (REO),0,100,52.42135021,83.9341082,0,1.510291388,2.506977057,0,1.05E+12,3.65E+11,4.413187421,33440596,0.389775546,,,,
Malaysia,2019,Silicon,0,Silicon,0,100,52.42135021,83.9341082,0,1.510291388,2.506977057,0,1.05E+12,3.65E+11,4.413187421,33440596,0.389775546,,,,
Malaysia,2019,Tantalum (Ta2O5),2,Tantalum (Ta2O5),0,100,52.42135021,83.9341082,0,1.510291388,2.506977057,0,1.05E+12,3.65E+11,4.413187421,33440596,0.389775546,,,,
Malaysia,2019,Tin,3611,Tin,0,100,52.42135021,83.9341082,0,1.510291388,2.506977057,0,1.05E+12,3.65E+11,4.413187421,33440596,0.389775546,,,,
